id,han,chars
6842,"nhân","紉"
6843,"nhẫn","紉"
6844,"vặn","紊"
6845,"văn","紋"
6846,"nạp","納"
6847,"nữu","紐"
6848,"thư","紓"
6849,"thuần","純"
6850,"bì","紕"
6851,"tỉ","紕"
6852,"tỷ","紕"
6853,"sa","紗"
6854,"hoành","紘"
6855,"chỉ","紙"
6856,"cấp","級"
6857,"phân","紛"
6858,"vân","紜"
6859,"nhâm","紝"
6860,"nhẫm","紝"
6861,"tố","素"
6862,"phương","紡"
6863,"phưởng","紡"
6864,"sách","索"
6865,"tác","索"
6866,"đào","紨"
6867,"dao","紩"
6868,"trật","紩"
6869,"tử","紫"
6870,"hông","紬"
6871,"trừu","紬"
6872,"trát","紮"
6873,"luỵ","累"
6874,"luỹ","累"
6875,"tế","細"
6876,"phất","紱"
6877,"phạt","紱"
6878,"tiết","紲"
6879,"thân","紳"
6880,"trữ","紵"
6881,"thiệu","紹"
6882,"cam","紺"
6883,"cám","紺"
6884,"phất","紼"
6885,"đãi","紿"
6886,"truất","絀"
6887,"xuất","絀"
6888,"thi","絁"
6889,"chung","終"
6890,"huyền","絃"
6891,"tổ","組"
6892,"cánh","絅"
6893,"quýnh","絅"
6894,"ban","絆"
6895,"bạn","絆"
6896,"bán","絆"
6897,"hàng","絎"
6898,"tiết","絏"
6899,"kết","結"
6900,"tuyệt","絕"
6901,"khoáng","絖"
6902,"quang","絖"
6903,"phang","絘"
6904,"điều","絛"
6905,"thao","絛"
6906,"hiệt","絜"
6907,"kết","絜"
6908,"kiết","絜"
6909,"giảo","絞"
6910,"lạc","絡"
6911,"huyền","絢"
6912,"huyến","絢"
6913,"tuân","絢"
6914,"cấp","給"
6915,"nhung","絨"
6916,"nhân","絪"
6917,"nhứ","絮"
6918,"điệt","絰"
6919,"thống","統"
6920,"ti","絲"
6921,"ty","絲"
6922,"giáng","絳"
6923,"ráng","絳"
6924,"quyên","絹"
6925,"quyến","絹"
6926,"hi","絺"
6927,"hy","絺"
6928,"thúc","綀"
6929,"bang","綁"
6930,"bảng","綁"
6931,"tiêu","綃"
6932,"cảnh","綆"
6933,"ngạnh","綆"
6934,"đề","綈"
6935,"khích","綌"
6936,"phất","綍"
6937,"tuy","綏"
6938,"khổn","綑"
6939,"kinh","經"
6940,"tông","綜"
6941,"tổng","綜"
6942,"tống","綜"
6943,"thuỳ","綞"
6944,"lục","綠"
6945,"trù","綢"
6946,"quyển","綣"
6947,"kì","綦"
6948,"kỳ","綦"
6949,"oản","綩"
6950,"khiếm","綪"
6951,"thụ","綬"
6952,"duy","維"
6953,"khải","綮"
6954,"khể","綮"
6955,"đào","綯"
6956,"oản","綰"
6957,"quan","綰"
6958,"cương","綱"
6959,"võng","網"
6960,"chuế","綴"
6961,"xuyết","綴"
6962,"thải","綵"
6963,"thái","綵"
6964,"thuý","綷"
6965,"luân","綸"
6966,"lữu","綹"
6967,"khỉ","綺"
6968,"ỷ","綺"
6969,"điện","綻"
6970,"điễn","綻"
6971,"trán","綻"
6972,"xước","綽"
6973,"lăng","綾"
6974,"miên","綿"
6975,"cổn","緄"
6976,"tưu","緅"
6977,"tri","緇"
6978,"truy","緇"
6979,"lưỡng","緉"
6980,"khẩn","緊"
6981,"phi","緋"
6982,"nhuy","緌"
6983,"tự","緒"
6984,"tương","緗"
6985,"giam","緘"
6986,"cách","緙"
6987,"tuyến","線"
6988,"khi","緝"
6989,"tập","緝"
6990,"đoạn","緞"
6991,"trĩ","緟"
6992,"đế","締"
6993,"mân","緡"
6994,"duyên","緣"
6995,"ti","緦"
6996,"tư","緦"
6997,"ty","緦"
6998,"biên","編"
6999,"hoãn","緩"
7000,"căng","緪"
7001,"diên","緬"
7002,"miến","緬"
7003,"miễn","緬"
7004,"vĩ","緯"
7005,"câu","緱"
7006,"diểu","緲"
7007,"miểu","緲"
7008,"luyện","練"
7009,"biền","緶"
7010,"biện","緶"
7011,"đề","緹"
7012,"oa","緺"
7013,"trí","緻"
7014,"cần","縃"
7015,"oanh","縈"
7016,"uynh","縈"
7017,"tấn","縉"
7018,"ải","縊"
7019,"truý","縋"
7020,"trâu","縐"
7021,"trứu","縐"
7022,"kiêm","縑"
7023,"ôn","縕"
7024,"uẩn","縕"
7025,"thao","縚"
7026,"phọc","縛"
7027,"phược","縛"
7028,"trẩn","縝"
7029,"cảo","縞"
7030,"nhục","縟"
7031,"hộc","縠"
7032,"đằng","縢"
7033,"xước","縢"
7034,"huyện","縣"
7035,"ập","縩"
7036,"sái","縩"
7037,"phùng","縫"
7038,"li","縭"
7039,"ly","縭"
7040,"súc","縮"
7041,"sỉ","縱"
7042,"túng","縱"
7043,"luy","縲"
7044,"luỵ","縲"
7045,"phọc","縳"
7046,"khiên","縴"
7047,"man","縵"
7048,"mạn","縵"
7049,"mán","縵"
7050,"chấp","縶"
7051,"trập","縶"
7052,"lũ","縷"
7053,"phiêu","縹"
7054,"phiếu","縹"
7055,"mi","縻"
7056,"tổng","總"
7057,"tích","績"
7058,"sam","縿"
7059,"tham","縿"
7060,"vã","繀"
7061,"phồn","繁"
7062,"banh","繃"
7063,"băng","繃"
7064,"ê","繄"
7065,"sào","繅"
7066,"tao","繅"
7067,"mâu","繆"
7068,"mậu","繆"
7069,"dao","繇"
7070,"diêu","繇"
7071,"cưỡng","繈"
7072,"huệ","繐"
7073,"tăng","繒"
7074,"tắng","繒"
7075,"chức","織"
7076,"thiện","繕"
7077,"tản","繖"
7078,"ầm","繗"
7079,"duật","繘"
7080,"phan","繙"
7081,"phiên","繙"
7082,"liêu","繚"
7083,"nhiễu","繞"
7084,"nhuỵ","繠"
7085,"tú","繡"
7086,"hội","繢"
7087,"thằng","繩"
7088,"hội","繪"
7089,"hệ","繫"
7090,"kế","繫"
7091,"kích","繫"
7092,"kiển","繭"
7093,"hoán","繯"
7094,"sào","繰"
7095,"chước","繳"
7096,"kiểu","繳"
7097,"dịch","繹"
7098,"nhu","繻"
7099,"kế","繼"
7100,"tân","繽"
7101,"khiển","繾"
7102,"kiển","繾"
7103,"huân","纁"
7104,"toản","纂"
7105,"mặc","纆"
7106,"loại","纇"
7107,"lỗi","纇"
7108,"hiệt","纈"
7109,"khoáng","纊"
7110,"quảng","纊"
7111,"tục","續"
7112,"luy","纍"
7113,"luỹ","纍"
7114,"triền","纏"
7115,"lô","纑"
7116,"anh","纓"
7117,"tài","纔"
7118,"tiêm","纖"
7119,"toản","纘"
7120,"sỉ","纚"
7121,"đáo","纛"
7122,"lãm","纜"
7123,"phẫu","缶"
7124,"phữu","缶"
7125,"cang","缸"
7126,"công","缸"
7127,"hang","缸"
7128,"khuyết","缺"
7129,"bát","缽"
7130,"bình","缾"
7131,"anh","罃"
7132,"oanh","罃"
7133,"khánh","罄"
7134,"hạ","罅"
7135,"há","罅"
7136,"đàm","罈"
7137,"úng","罋"
7138,"anh","罌"
7139,"lôi","罍"
7140,"quán","罐"
7141,"võng","网"
7142,"võng","罒"
7143,"võng","罓"
7144,"võng","罔"
7145,"hãn","罕"
7146,"phù","罘"
7147,"cô","罛"
7148,"cồ","罛"
7149,"ta","罝"
7150,"thư","罝"
7151,"cổ","罟"
7152,"cương","罡"
7153,"quái","罣"
7154,"quyến","罥"
7155,"phù","罦"
7156,"yểm","罨"
7157,"trạo","罩"
7158,"tráo","罩"
7159,"tội","罪"
7160,"quải","罫"
7161,"quái","罫"
7162,"vực","罭"
7163,"trí","置"
7164,"phạt","罰"
7165,"thự","署"
7166,"ti","罳"
7167,"tư","罳"
7168,"ty","罳"
7169,"mạ","罵"
7170,"liễu","罶"
7171,"lữu","罶"
7172,"bãi","罷"
7173,"li","罹"
7174,"ly","罹"
7175,"uý","罻"
7176,"kế","罽"
7177,"tăng","罾"
7178,"đồng","罿"
7179,"mạc","羃"
7180,"la","羅"
7181,"bì","羆"
7182,"ki","羇"
7183,"ky","羇"
7184,"cơ","羈"
7185,"ki","羈"
7186,"ky","羈"
7187,"dương","羊"
7188,"can","羋"
7189,"khang","羌"
7190,"khương","羌"
7191,"mỹ","美"
7192,"dũ","羑"
7193,"cao","羔"
7194,"dạng","羕"
7195,"cổ","羖"
7196,"linh","羚"
7197,"trữ","羜"
7198,"đê","羝"
7199,"tu","羞"
7200,"xáo","羠"
7201,"nhung","羢"
7202,"quần","群"
7203,"tiện","羨"
7204,"tiển","羨"
7205,"nghĩa","義"
7206,"yết","羯"
7207,"nguyên","羱"
7208,"hi","羲"
7209,"hy","羲"
7210,"phần","羵"
7211,"chiên","羶"
7212,"thiên","羶"
7213,"luy","羸"
7214,"canh","羹"
7215,"khương","羹"
7216,"sản","羼"
7217,"vũ","羽"
7218,"nghệ","羿"
7219,"xung","翀"
7220,"ông","翁"
7221,"hồng","翃"
7222,"sí","翅"
7223,"xí","翅"
7224,"dực","翊"
7225,"dục","翌"
7226,"dực","翌"
7227,"linh","翎"
7228,"tập","習"
7229,"tường","翔"
7230,"hấp","翕"
7231,"tiêu","翛"
7232,"địch","翟"
7233,"trác","翟"
7234,"thuý","翠"
7235,"phỉ","翡"
7236,"sáp","翣"
7237,"chứ","翥"
7238,"tiễn","翦"
7239,"biên","翩"
7240,"phiên","翩"
7241,"liếp","翪"
7242,"ngoạn","翫"
7243,"huy","翬"
7244,"cách","翮"
7245,"hàn","翰"
7246,"cao","翱"
7247,"ngao","翱"
7248,"ế","翳"
7249,"kiều","翹"
7250,"phiên","翻"
7251,"dực","翼"
7252,"hội","翽"
7253,"hối","翽"
7254,"huyên","翾"
7255,"đạo","翿"
7256,"diệu","耀"
7257,"lão","老"
7258,"khảo","考"
7259,"mạo","耄"
7260,"giả","者"
7261,"kì","耆"
7262,"kỳ","耆"
7263,"cẩu","耇"
7264,"cú","耇"
7265,"điệt","耋"
7266,"nhi","而"
7267,"sái","耍"
7268,"nhuyễn","耎"
7269,"nại","耐"
7270,"chuyên","耑"
7271,"xuyên","耑"
7272,"lỗi","耒"
7273,"tỉ","耔"
7274,"tỷ","耔"
7275,"canh","耕"
7276,"phập","耖"
7277,"sao","耖"
7278,"hao","耗"
7279,"vân","耘"
7280,"ba","耙"
7281,"bà","耙"
7282,"bá","耙"
7283,"tỉ","耜"
7284,"trĩ","耜"
7285,"tỷ","耜"
7286,"già","耞"
7287,"hốc","耟"
7288,"sừ","耡"
7289,"vết","耤"
7290,"ngẫu","耦"
7291,"nậu","耨"
7292,"bảng","耪"
7293,"ưu","耰"
7294,"nhĩ","耳"
7295,"đinh","耵"
7296,"da","耶"
7297,"gia","耶"
7298,"đáp","耷"
7299,"đam","耽"
7300,"cảnh","耿"
7301,"đam","聃"
7302,"linh","聆"
7303,"sỉ","聇"
7304,"thống","聇"
7305,"liêu","聊"
7306,"quát","聒"
7307,"thánh","聖"
7308,"sính","聘"
7309,"tụ","聚"
7310,"văn","聞"
7311,"liên","聯"
7312,"thông","聰"
7313,"ngao","聱"
7314,"thanh","聲"
7315,"tủng","聳"
7316,"hội","聵"
7317,"nhiếp","聶"
7318,"niếp","聶"
7319,"chức","職"
7320,"trức","職"
7321,"thính","聽"
7322,"lung","聾"
7323,"duật","聿"
7324,"dị","肄"
7325,"túc","肅"
7326,"tứ","肆"
7327,"triệu","肇"
7328,"nhục","肉"
7329,"ức","肊"
7330,"lặc","肋"
7331,"cơ","肌"
7332,"khất","肐"
7333,"hoang","肓"
7334,"manh","肓"
7335,"tiêu","肖"
7336,"tiếu","肖"
7337,"trửu","肘"
7338,"đỗ","肚"
7339,"giang","肛"
7340,"can","肝"
7341,"cổ","股"
7342,"chi","肢"
7343,"phì","肥"
7344,"kiên","肩"
7345,"phương","肪"
7346,"chuân","肫"
7347,"truân","肫"
7348,"tuân","肫"
7349,"nạp","肭"
7350,"niết","肭"
7351,"khẳng","肯"
7352,"quăng","肱"
7353,"dục","育"
7354,"hào","肴"
7355,"hật","肸"
7356,"phế","肺"
7357,"thân","胂"
7358,"vị","胃"
7359,"trụ","胄"
7360,"bạt","胈"
7361,"cù","胊"
7362,"bối","背"
7363,"thai","胎"
7364,"chỉ","胏"
7365,"tí","胔"
7366,"tý","胔"
7367,"xế","胔"
7368,"bàn","胖"
7369,"bán","胖"
7370,"châm","胗"
7371,"tạc","胙"
7372,"tộ","胙"
7373,"phi","胚"
7374,"phôi","胚"
7375,"giáp","胛"
7376,"thắng","胜"
7377,"chi","胝"
7378,"bào","胞"
7379,"khư","胠"
7380,"hồ","胡"
7381,"dận","胤"
7382,"tư","胥"
7383,"yên","胭"
7384,"khoa","胯"
7385,"khoá","胯"
7386,"khố","胯"
7387,"di","胰"
7388,"quang","胱"
7389,"cách","胳"
7390,"các","胳"
7391,"lạc","胳"
7392,"đồng","胴"
7393,"động","胴"
7394,"hung","胸"
7395,"biền","胼"
7396,"năng","能"
7397,"chí","胾"
7398,"trị","胾"
7399,"thiểu","脁"
7400,"chi","脂"
7401,"chỉ","脂"
7402,"hiệp","脅"
7403,"hiếp","脅"
7404,"quị","脆"
7405,"quỵ","脆"
7406,"thuý","脆"
7407,"mạch","脈"
7408,"tích","脊"
7409,"bột","脖"
7410,"quản","脘"
7411,"uyển","脘"
7412,"hĩnh","脛"
7413,"kính","脛"
7414,"hanh","脝"
7415,"thoả","脞"
7416,"toả","脞"
7417,"đĩnh","脡"
7418,"mai","脢"
7419,"thần","脣"
7420,"thận","脤"
7421,"thuyên","脧"
7422,"tu","脩"
7423,"thoát","脫"
7424,"phao","脬"
7425,"bô","脯"
7426,"phủ","脯"
7427,"đậu","脰"
7428,"trướng","脹"
7429,"tì","脾"
7430,"tỳ","脾"
7431,"tha","腃"
7432,"thiển","腆"
7433,"lạp","腊"
7434,"dịch","腋"
7435,"yêm","腌"
7436,"yểm","腌"
7437,"thận","腎"
7438,"hủ","腐"
7439,"phủ","腑"
7440,"cư","腒"
7441,"vểnh","腒"
7442,"phi","腓"
7443,"phì","腓"
7444,"khang","腔"
7445,"xoang","腔"
7446,"oản","腕"
7447,"uyển","腕"
7448,"thấu","腠"
7449,"tinh","腥"
7450,"não","腦"
7451,"nạm","腩"
7452,"nảm","腩"
7453,"thung","腫"
7454,"thũng","腫"
7455,"tai","腮"
7456,"tư","腮"
7457,"đột","腯"
7458,"yêu","腰"
7459,"kiện","腱"
7460,"kiến","腱"
7461,"cước","腳"
7462,"giác","腳"
7463,"du","腴"
7464,"phức","腷"
7465,"tràng","腸"
7466,"trường","腸"
7467,"phúc","腹"
7468,"tuyến","腺"
7469,"thối","腿"
7470,"bàng","膀"
7471,"bảng","膀"
7472,"lữ","膂"
7473,"oát","膃"
7474,"ột","膃"
7475,"tố","膆"
7476,"truy","膇"
7477,"cách","膈"
7478,"bác","膊"
7479,"bô","膊"
7480,"liêu","膋"
7481,"cao","膏"
7482,"cáo","膏"
7483,"soài","膗"
7484,"phiêu","膘"
7485,"cưỡng","膙"
7486,"phách","膙"
7487,"phu","膚"
7488,"đường","膛"
7489,"thang","膛"
7490,"mạc","膜"
7491,"mô","膜"
7492,"tất","膝"
7493,"thuần","膞"
7494,"giao","膠"
7495,"lâu","膢"
7496,"bành","膨"
7497,"nhị","膩"
7498,"nị","膩"
7499,"phiên","膰"
7500,"bí","膱"
7501,"thiện","膳"
7502,"hô","膴"
7503,"tuỵ","膵"
7504,"ưng","膺"
7505,"chiên","膻"
7506,"thiện","膻"
7507,"đảm","膽"
7508,"khoái","膾"
7509,"quái","膾"
7510,"nùng","膿"
7511,"đồn","臀"
7512,"tí","臂"
7513,"tý","臂"
7514,"ung","臃"
7515,"cược","臄"
7516,"ức","臆"
7517,"kiểm","臉"
7518,"tao","臊"
7519,"táo","臊"
7520,"cổ","臌"
7521,"tê","臍"
7522,"tề","臍"
7523,"tần","臏"
7524,"tẫn","臏"
7525,"nao","臑"
7526,"phiêu","臕"
7527,"lạp","臘"
7528,"tích","臘"
7529,"yên","臙"
7530,"lô","臚"
7531,"lư","臚"
7532,"hoắc","臛"
7533,"loả","臝"
7534,"luy","臝"
7535,"cù","臞"
7536,"tang","臟"
7537,"tạng","臟"
7538,"luyến","臠"
7539,"châm","臢"
7540,"tán","臢"
7541,"thần","臣"
7542,"ngoạ","臥"
7543,"tang","臧"
7544,"tạng","臧"
7545,"lâm","臨"
7546,"tự","自"
7547,"nghiệt","臬"
7548,"niết","臬"
7549,"xú","臭"
7550,"niết","臲"
7551,"chí","至"
7552,"chí","致"
7553,"trí","致"
7554,"đài","臺"
7555,"trăn","臻"
7556,"cửu","臼"
7557,"cữu","臼"
7558,"du","臾"
7559,"tráp","臿"
7560,"thao","舀"
7561,"yểu","舀"
7562,"dư","舁"
7563,"thung","舂"
7564,"tả","舄"
7565,"tích","舄"
7566,"cữu","舅"
7567,"dữ","與"
7568,"hưng","興"
7569,"hứng","興"
7570,"cử","舉"
7571,"cựu","舊"
7572,"hấn","舋"
7573,"thiệt","舌"
7574,"xả","舍"
7575,"xá","舍"
7576,"thỉ","舐"
7577,"thư","舒"
7578,"thiểm","舔"
7579,"phô","舖"
7580,"suyễn","舛"
7581,"thuấn","舜"
7582,"hạt","舝"
7583,"vũ","舞"
7584,"châu","舟"
7585,"chu","舟"
7586,"hang","舡"
7587,"san","舢"
7588,"bản","舨"
7589,"hàng","航"
7590,"phảng","舫"
7591,"phương","舫"
7592,"ban","般"
7593,"bàn","般"
7594,"linh","舲"
7595,"trục","舳"
7596,"trách","舴"
7597,"đà","舵"
7598,"bách","舶"
7599,"bạc","舶"
7600,"huyền","舷"
7601,"khả","舸"
7602,"thuyền","船"
7603,"cấu","舺"
7604,"sao","艄"
7605,"dư","艅"
7606,"đình","艇"
7607,"đỉnh","艇"
7608,"đĩnh","艇"
7609,"vĩ","艉"
7610,"mạnh","艋"
7611,"mãnh","艋"
7612,"hoàng","艎"
7613,"huỳnh","艎"
7614,"liếp","艎"
7615,"thủ","艏"
7616,"sưu","艘"
7617,"thương","艙"
7618,"tào","艚"
7619,"cân","艞"
7620,"lỗ","艣"
7621,"nghĩ","艤"
7622,"hạm","艦"
7623,"mông","艨"
7624,"lô","艫"
7625,"sang","艭"
7626,"cẩn","艮"
7627,"cấn","艮"
7628,"lương","良"
7629,"gian","艱"
7630,"sắc","色"
7631,"phất","艴"
7632,"diễm","艷"
7633,"thảo","艸"
7634,"thảo","艹"
7635,"giao","艽"
7636,"ngải","艾"
7637,"nãi","艿"
7638,"bồng","芃"
7639,"hoàn","芄"
7640,"thiên","芊"
7641,"dụ","芋"
7642,"vu","芋"
7643,"thược","芍"
7644,"khung","芎"
7645,"khỉ","芑"
7646,"mang","芒"
7647,"tỉ","芘"
7648,"tỷ","芘"
7649,"phù","芙"
7650,"bưu","芚"
7651,"truân","芚"
7652,"toàn","芛"
7653,"chi","芝"
7654,"sam","芟"
7655,"khiếm","芡"
7656,"phù","芣"
7657,"khâu","芤"
7658,"tước","芤"
7659,"giới","芥"
7660,"trữ","芧"
7661,"tự","芧"
7662,"cập","芨"
7663,"cấp","芨"
7664,"cầm","芩"
7665,"tham","芩"
7666,"nguyên","芫"
7667,"phân","芬"
7668,"ba","芭"
7669,"nhuế","芮"
7670,"tâm","芯"
7671,"chi","芰"
7672,"kị","芰"
7673,"kỵ","芰"
7674,"hoa","花"
7675,"phương","芳"
7676,"vật","芴"
7677,"chỉ","芷"
7678,"vân","芸"
7679,"cần","芹"
7680,"áo","芺"
7681,"yêu","芺"
7682,"sô","芻"
7683,"trâu","芻"
7684,"mạo","芼"
7685,"thôi","芼"
7686,"nha","芽"
7687,"phất","芾"
7688,"phế","芾"
7689,"phị","芾"
7690,"bạt","苃"
7691,"uyển","苑"
7692,"nhiễm","苒"
7693,"linh","苓"
7694,"đài","苔"
7695,"điều","苕"
7696,"thiều","苕"
7697,"miêu","苗"
7698,"lập","苙"
7699,"hà","苛"
7700,"kha","苛"
7701,"mục","苜"
7702,"bao","苞"
7703,"bào","苞"
7704,"cẩu","苟"
7705,"dĩ","苡"
7706,"cự","苣"
7707,"nhược","若"
7708,"khổ","苦"
7709,"trữ","苧"
7710,"thiêm","苫"
7711,"thiệm","苫"
7712,"va","苬"
7713,"bản","苯"
7714,"anh","英"
7715,"thư","苴"
7716,"tư","苴"
7717,"hùa","苶"
7718,"niết","苶"
7719,"bình","苹"
7720,"môi","苺"
7721,"phù","苻"
7722,"bật","苾"
7723,"tất","苾"
7724,"phất","茀"
7725,"truất","茁"
7726,"mậu","茂"
7727,"phạm","范"
7728,"gia","茄"
7729,"mâu","茅"
7730,"mao","茅"
7731,"lữu","茆"
7732,"mao","茆"
7733,"mão","茆"
7734,"mạt","茉"
7735,"trì","茌"
7736,"các","茖"
7737,"danh","茗"
7738,"mính","茗"
7739,"cận","茛"
7740,"thiến","茜"
7741,"chỉ","茞"
7742,"tì","茨"
7743,"từ","茨"
7744,"tỳ","茨"
7745,"mang","茫"
7746,"giao","茭"
7747,"phục","茯"
7748,"chu","茱"
7749,"thù","茱"
7750,"tư","茲"
7751,"từ","茲"
7752,"hồi","茴"
7753,"nhân","茵"
7754,"trà","茶"
7755,"nhung","茸"
7756,"như","茹"
7757,"sung","茺"
7758,"võng","茻"
7759,"đồng","茼"
7760,"tuân","荀"
7761,"thuyên","荃"
7762,"toàn","荃"
7763,"cai","荄"
7764,"hạnh","荇"
7765,"thảo","草"
7766,"hình","荊"
7767,"kinh","荊"
7768,"nhẫm","荏"
7769,"nhiệm","荏"
7770,"tiến","荐"
7771,"tồn","荐"
7772,"đề","荑"
7773,"để","荑"
7774,"hoang","荒"
7775,"lệ","荔"
7776,"đậu","荳"
7777,"hà","荷"
7778,"bột","荸"
7779,"địch","荻"
7780,"đồ","荼"
7781,"tuy","荽"
7782,"vu","莁"
7783,"bồ","莆"
7784,"phủ","莆"
7785,"lê","莉"
7786,"li","莉"
7787,"lị","莉"
7788,"lợi","莉"
7789,"ly","莉"
7790,"lỵ","莉"
7791,"trang","莊"
7792,"ấm","莍"
7793,"sa","莎"
7794,"toa","莎"
7795,"cử","莒"
7796,"mỗi","莓"
7797,"hành","莖"
7798,"kính","莖"
7799,"sân","莘"
7800,"tân","莘"
7801,"quân","莙"
7802,"đình","莛"
7803,"toả","莝"
7804,"hoàn","莞"
7805,"hoản","莞"
7806,"dửu","莠"
7807,"tú","莠"
7808,"giáp","莢"
7809,"hiện","莧"
7810,"kiến","莧"
7811,"nghiễn","莧"
7812,"lang","莨"
7813,"biểu","莩"
7814,"phu","莩"
7815,"phù","莩"
7816,"nga","莪"
7817,"mạc","莫"
7818,"mãng","莽"
7819,"uyển","菀"
7820,"thanh","菁"
7821,"tinh","菁"
7822,"đích","菂"
7823,"gian","菅"
7824,"quan","菅"
7825,"cô","菇"
7826,"lục","菉"
7827,"cúc","菊"
7828,"khuẩn","菌"
7829,"tri","菑"
7830,"truy","菑"
7831,"bặc","菔"
7832,"phục","菔"
7833,"xương","菖"
7834,"tùng","菘"
7835,"trải","菙"
7836,"thái","菜"
7837,"thỏ","菟"
7838,"ba","菠"
7839,"hàm","菡"
7840,"hạm","菡"
7841,"bồ","菩"
7842,"đãng","菪"
7843,"cận","菫"
7844,"hoa","華"
7845,"cô","菰"
7846,"lăng","菱"
7847,"phỉ","菲"
7848,"am","菴"
7849,"bồng","菶"
7850,"ư","菸"
7851,"yên","菸"
7852,"trư","菹"
7853,"lâm","菻"
7854,"thảm","菼"
7855,"thục","菽"
7856,"thúc","菽"
7857,"điềm","菾"
7858,"cơ","萁"
7859,"ki","萁"
7860,"ky","萁"
7861,"tuỵ","萃"
7862,"đào","萄"
7863,"tì","萆"
7864,"tỳ","萆"
7865,"trường","萇"
7866,"lai","萊"
7867,"thê","萋"
7868,"manh","萌"
7869,"minh","萌"
7870,"bình","萍"
7871,"nuy","萎"
7872,"uỷ","萎"
7873,"đạm","萏"
7874,"đảm","萏"
7875,"diễm","萏"
7876,"hoàn","萑"
7877,"thu","萩"
7878,"vạn","萬"
7879,"quàn","萯"
7880,"huyên","萱"
7881,"trải","萴"
7882,"oa","萵"
7883,"du","萸"
7884,"dữu","萸"
7885,"phiên","萹"
7886,"ngạc","萼"
7887,"lạc","落"
7888,"lạo","落"
7889,"tràm","葀"
7890,"thư","葅"
7891,"bao","葆"
7892,"bảo","葆"
7893,"diệp","葉"
7894,"luật","葎"
7895,"phong","葑"
7896,"phụng","葑"
7897,"hồng","葒"
7898,"đột","葖"
7899,"trước","著"
7900,"trứ","著"
7901,"thậm","葚"
7902,"thập","葚"
7903,"cát","葛"
7904,"thác","葟"
7905,"bồ","葡"
7906,"đổng","董"
7907,"vi","葦"
7908,"ba","葩"
7909,"hồ","葫"
7910,"táng","葬"
7911,"gia","葭"
7912,"hà","葭"
7913,"hạ","葭"
7914,"dược","葯"
7915,"ước","葯"
7916,"uy","葳"
7917,"quì","葵"
7918,"quỳ","葵"
7919,"đình","葶"
7920,"huân","葷"
7921,"tỉ","葸"
7922,"tỷ","葸"
7923,"thi","葹"
7924,"tập","葺"
7925,"trải","葺"
7926,"yêu","葽"
7927,"đế","蒂"
7928,"vĩ","蒍"
7929,"sưu","蒐"
7930,"thì","蒔"
7931,"lang","蒗"
7932,"mông","蒙"
7933,"toán","蒜"
7934,"lị","蒞"
7935,"lỵ","蒞"
7936,"củ","蒟"
7937,"bảng","蒡"
7938,"khiếm","蒨"
7939,"thiến","蒨"
7940,"xuyến","蒨"
7941,"khoái","蒯"
7942,"sần","蒯"
7943,"bồ","蒱"
7944,"bồ","蒲"
7945,"sóc","蒴"
7946,"chưng","蒸"
7947,"kiêm","蒹"
7948,"tật","蒺"
7949,"nhược","蒻"
7950,"thương","蒼"
7951,"cao","蒿"
7952,"hao","蒿"
7953,"tôn","蓀"
7954,"trăn","蓁"
7955,"minh","蓂"
7956,"súc","蓄"
7957,"tịch","蓆"
7958,"cốt","蓇"
7959,"tê","蓇"
7960,"dung","蓉"
7961,"ông","蓊"
7962,"ổng","蓊"
7963,"ống","蓊"
7964,"cái","蓋"
7965,"thi","蓍"
7966,"loả","蓏"
7967,"loã","蓏"
7968,"nhục","蓐"
7969,"thoa","蓑"
7970,"bội","蓓"
7971,"bề","蓖"
7972,"điệu","蓧"
7973,"thính","蓩"
7974,"bồng","蓬"
7975,"liên","蓮"
7976,"thung","蓯"
7977,"tỉ","蓰"
7978,"tỷ","蓰"
7979,"thuần","蓴"
7980,"thôi","蓷"
7981,"nghệ","蓺"
7982,"bánh","蓻"
7983,"liệu","蓼"
7984,"lục","蓼"
7985,"tất","蓽"
7986,"súc","蓿"
7987,"túc","蓿"
7988,"bộ","蔀"
7989,"lăng","蔆"
7990,"tràm","蔇"
7991,"tốc","蔌"
7992,"nan","蔏"
7993,"miệt","蔑"
7994,"mạn","蔓"
7995,"bặc","蔔"
7996,"bồ","蔔"
7997,"đế","蔕"
7998,"giá","蔗"
7999,"sâm","蔘"
8000,"uý","蔚"
8001,"lô","蔞"
8002,"thốc","蔟"
8003,"sái","蔡"
8004,"thái","蔡"
8005,"tương","蔣"
8006,"tưởng","蔣"
8007,"thông","蔥"
8008,"điểu","蔦"
8009,"thính","蔪"
8010,"sơ","蔬"
8011,"âm","蔭"
8012,"ấm","蔭"
8013,"khấu","蔻"
8014,"tế","蔽"
8015,"lê","蔾"
8016,"tầm","蕁"
8017,"phan","蕃"
8018,"phiên","蕃"
8019,"phiền","蕃"
8020,"phồn","蕃"
8021,"siển","蕆"
8022,"huân","蕈"
8023,"khuẩn","蕈"
8024,"tiêu","蕉"
8025,"nhị","蕊"
8026,"nhuỵ","蕊"
8027,"kiều","蕎"
8028,"đắng","蕑"
8029,"gian","蕑"
8030,"vân","蕓"
8031,"do","蕕"
8032,"du","蕕"
8033,"cừ","蕖"
8034,"nghiêu","蕘"
8035,"nhiêu","蕘"
8036,"huệ","蕙"
